Firm Age,Firms,Estabs,Emp,Denom,Estabs_Entry,Estabs_Entry_Rate,Estabs_Exit,Estabs_Exit_Rate,Job_Creation,Job_Creation_Births,Job_Creation_Continuers,Job_Creation_Rate_Births,Job_Creation_Rate,Job_Destruction,Job_Destruction_Deaths,Job_Destruction_Continuers,Job_Destruction_Rate_Deaths,Job_Destruction_Rate,Net_Job_Creation,Net_Job_Creation_Rate,Reallocation_Rate,Firmdeath_Firms,Firmdeath_Estabs,Firmdeath_Emp
a) 0,"8,978","9,033","49,614","24,963","8,944",198.0,0,0.0,"49,302","49,302",0,197.5,197.5,0,0,0,0.0,0.0,"49,302",197.5,0.0,,,
b) 1,"7,749","8,626","73,306","72,243",130,1.3,"2,098",21.8,"20,742","1,124","19,618",1.6,28.7,"18,615","10,176","8,439",14.1,25.8,"2,127",2.9,51.6,"1,509","1,517","6,880"
c) 2,,,,,,,,,,,,,,,,,,,,,,,,
d) 3,,,,,,,,,,,,,,,,,,,,,,,,
e) 4,,,,,,,,,,,,,,,,,,,,,,,,
f) 5,,,,,,,,,,,,,,,,,,,,,,,,
g) 6 to 10,,,,,,,,,,,,,,,,,,,,,,,,
h) 11 to 15,,,,,,,,,,,,,,,,,,,,,,,,
i) 16 to 20,,,,,,,,,,,,,,,,,,,,,,,,
j) 21 to 25,,,,,,,,,,,,,,,,,,,,,,,,
k) 26+,,,,,,,,,,,,,,,,,,,,,,,,
l) Left Censored,"51,050","61,896","1,250,092","1,230,590","2,032",3.2,"6,397",10.0,"215,547","33,361","182,186",2.7,17.5,"176,543","57,520","119,023",4.7,14.3,"39,004",3.2,28.6,"4,363","4,385","27,442"
m) ALL,"67,777","79,555","1,373,012","1,327,796","11,106",14.2,"8,495",10.9,"285,591","83,787","201,804",6.3,21.5,"195,158","67,696","127,462",5.1,14.7,"90,433",6.8,29.4,"5,872","5,902","34,322"
,,1979,,,,,,,,,,,,,,,,,,,,,,
Firm Age,Firms,Estabs,Emp,Denom,Estabs_Entry,Estabs_Entry_Rate,Estabs_Exit,Estabs_Exit_Rate,Job_Creation,Job_Creation_Births,Job_Creation_Continuers,Job_Creation_Rate_Births,Job_Creation_Rate,Job_Destruction,Job_Destruction_Deaths,Job_Destruction_Continuers,Job_Destruction_Rate_Deaths,Job_Destruction_Rate,Net_Job_Creation,Net_Job_Creation_Rate,Reallocation_Rate,Firmdeath_Firms,Firmdeath_Estabs,Firmdeath_Emp
a) 0,"8,571","8,685","54,804","28,125","8,622",198.5,0,0.0,"53,358","53,358",0,189.7,189.7,0,0,0,0.0,0.0,"53,358",189.7,0.0,,,
b) 1,"7,116","7,218","52,609","51,344",50,0.6,"1,719",21.1,"16,040","1,623","14,417",3.2,31.2,"13,509","7,120","6,389",13.9,26.3,"2,531",4.9,52.6,"1,326","1,326","5,663"
c) 2,"6,629","7,494","70,142","71,702",271,3.4,"1,324",16.4,"14,941","2,238","12,703",3.1,20.8,"18,061","8,265","9,796",11.5,25.2,"-3,120",-4.4,41.6,991,994,"4,768"
d) 3,,,,,,,,,,,,,,,,,,,,,,,,
e) 4,,,,,,,,,,,,,,,,,,,,,,,,
f) 5,,,,,,,,,,,,,,,,,,,,,,,,
g) 6 to 10,,,,,,,,,,,,,,,,,,,,,,,,
h) 11 to 15,,,,,,,,,,,,,,,,,,,,,,,,
i) 16 to 20,,,,,,,,,,,,,,,,,,,,,,,,
j) 21 to 25,,,,,,,,,,,,,,,,,,,,,,,,
k) 26+,,,,,,,,,,,,,,,,,,,,,,,,
l) Left Censored,"47,067","58,103","1,295,790","1,271,907","1,889",3.1,"5,455",9.1,"199,754","34,819","164,935",2.7,15.7,"151,990","50,668","101,322",4.0,11.9,"47,764",3.8,23.8,"3,603","3,620","22,972"
m) ALL,"69,383","81,500","1,473,345","1,423,078","10,832",13.5,"8,498",10.6,"284,093","92,038","192,055",6.5,20.0,"183,560","66,053","117,507",4.6,12.9,"100,533",7.1,25.8,"5,920","5,940","33,403"
,,1980,,,,,,,,,,,,,,,,,,,,,,
Firm Age,Firms,Estabs,Emp,Denom,Estabs_Entry,Estabs_Entry_Rate,Estabs_Exit,Estabs_Exit_Rate,Job_Creation,Job_Creation_Births,Job_Creation_Continuers,Job_Creation_Rate_Births,Job_Creation_Rate,Job_Destruction,Job_Destruction_Deaths,Job_Destruction_Continuers,Job_Destruction_Rate_Deaths,Job_Destruction_Rate,Net_Job_Creation,Net_Job_Creation_Rate,Reallocation_Rate,Firmdeath_Firms,Firmdeath_Estabs,Firmdeath_Emp
a) 0,"7,832","7,892","45,690","22,897","7,855",199.1,0,0.0,"45,586","45,586",0,199.1,199.1,0,0,0,0.0,0.0,"45,586",199.1,0.0,,,
b) 1,"6,796","6,928","51,585","53,336",43,0.6,"1,674",21.4,"13,648","3,177","10,471",6.0,25.6,"17,150","8,917","8,233",16.7,32.2,"-3,502",-6.6,51.2,"1,311","1,313","7,229"
c) 2,"6,019","6,170","48,020","50,680",223,3.3,"1,207",18.0,"9,455","2,198","7,257",4.3,18.7,"14,774","6,550","8,224",12.9,29.2,"-5,319",-10.5,37.4,966,966,"5,093"
d) 3,"5,839","6,701","65,701","67,246",268,3.8,"1,029",14.5,"11,671","2,221","9,450",3.3,17.4,"14,761","6,358","8,403",9.5,22.0,"-3,090",-4.6,34.8,712,713,"3,782"
e) 4,,,,,,,,,,,,,,,,,,,,,,,,
f) 5,,,,,,,,,,,,,,,,,,,,,,,,
g) 6 to 10,,,,,,,,,,,,,,,,,,,,,,,,
h) 11 to 15,,,,,,,,,,,,,,,,,,,,,,,,
i) 16 to 20,,,,,,,,,,,,,,,,,,,,,,,,
j) 21 to 25,,,,,,,,,,,,,,,,,,,,,,,,
k) 26+,,,,,,,,,,,,,,,,,,,,,,,,
l) Left Censored,"43,803","54,963","1,287,490","1,291,204","1,583",2.8,"4,630",8.2,"163,786","30,603","133,183",2.4,12.7,"171,214","50,537","120,677",3.9,13.3,"-7,428",-0.6,25.4,"2,954","2,990","22,918"
m) ALL,"70,289","82,654","1,498,486","1,485,363","9,972",12.2,"8,540",10.4,"244,146","83,785","160,361",5.6,16.4,"217,899","72,362","145,537",4.9,14.7,"26,247",1.7,29.4,"5,943","5,982","39,022"
,,1981,,,,,,,,,,,,,,,,,,,,,,
Firm Age,Firms,Estabs,Emp,Denom,Estabs_Entry,Estabs_Entry_Rate,Estabs_Exit,Estabs_Exit_Rate,Job_Creation,Job_Creation_Births,Job_Creation_Continuers,Job_Creation_Rate_Births,Job_Creation_Rate,Job_Destruction,Job_Destruction_Deaths,Job_Destruction_Continuers,Job_Destruction_Rate_Deaths,Job_Destruction_Rate,Net_Job_Creation,Net_Job_Creation_Rate,Reallocation_Rate,Firmdeath_Firms,Firmdeath_Estabs,Firmdeath_Emp
a) 0,"7,206","7,248","52,729","26,606","7,199",198.6,0,0.0,"52,247","52,247",0,196.4,196.4,0,0,0,0.0,0.0,"52,247",196.4,0.0,,,
b) 1,"5,986","6,060","40,269","42,871",33,0.5,"1,698",24.3,"9,998",326,"9,672",0.8,23.3,"15,201","9,759","5,442",22.8,35.5,"-5,203",-12.2,46.6,"1,206","1,207","7,578"
c) 2,"5,623","5,759","41,558","46,243",189,3.0,"1,254",19.8,"7,407","1,146","6,261",2.5,16.0,"16,776","7,909","8,867",17.1,36.3,"-9,369",-20.3,32.0,872,874,"5,886"
d) 3,"5,093","5,248","43,193","45,162",177,3.1,984,17.3,"7,617","1,589","6,028",3.5,16.9,"11,555","5,200","6,355",11.5,25.6,"-3,938",-8.7,33.8,700,700,"4,058"
e) 4,"5,044","5,816","62,553","64,101",230,3.7,"1,051",16.8,"10,698","2,626","8,072",4.1,16.7,"13,794","6,226","7,568",9.7,21.5,"-3,096",-4.8,33.4,558,562,"2,775"
f) 5,,,,,,,,,,,,,,,,,,,,,,,,
g) 6 to 10,,,,,,,,,,,,,,,,,,,,,,,,
h) 11 to 15,,,,,,,,,,,,,,,,,,,,,,,,
i) 16 to 20,,,,,,,,,,,,,,,,,,,,,,,,
j) 21 to 25,,,,,,,,,,,,,,,,,,,,,,,,
k) 26+,,,,,,,,,,,,,,,,,,,,,,,,
l) Left Censored,"39,839","50,636","1,214,226","1,238,471","1,589",3.0,"5,305",10.1,"149,733","40,731","109,002",3.3,12.1,"198,223","67,858","130,365",5.5,16.0,"-48,490",-3.9,24.2,"2,609","2,631","21,567"
m) ALL,"68,791","80,767","1,454,528","1,463,454","9,417",11.6,"10,292",12.6,"237,700","98,665","139,035",6.7,16.2,"255,549","96,952","158,597",6.6,17.5,"-17,849",-1.3,32.4,"5,945","5,974","41,864"
,,1982,,,,,,,,,,,,,,,,,,,,,,
Firm Age,Firms,Estabs,Emp,Denom,Estabs_Entry,Estabs_Entry_Rate,Estabs_Exit,Estabs_Exit_Rate,Job_Creation,Job_Creation_Births,Job_Creation_Continuers,Job_Creation_Rate_Births,Job_Creation_Rate,Job_Destruction,Job_Destruction_Deaths,Job_Destruction_Continuers,Job_Destruction_Rate_Deaths,Job_Destruction_Rate,Net_Job_Creation,Net_Job_Creation_Rate,Reallocation_Rate,Firmdeath_Firms,Firmdeath_Estabs,Firmdeath_Emp
a) 0,"7,000","7,232","46,452","23,300","7,186",198.7,0,0.0,"46,305","46,305",0,198.7,198.7,0,0,0,0.0,0.0,"46,305",198.7,0.0,,,
b) 1,"5,679","5,846","50,478","51,813",124,1.9,"1,373",20.9,"11,063","1,528","9,535",2.9,21.4,"13,733","6,224","7,509",12.0,26.5,"-2,670",-5.1,42.8,927,927,"4,374"
c) 2,"5,097","5,256","35,165","37,365",276,4.9,953,16.8,"7,256","1,922","5,334",5.1,19.4,"11,655","4,649","7,006",12.4,31.2,"-4,399",-11.8,38.8,600,600,"3,215"
d) 3,"4,850","5,099","37,263","39,447",309,5.7,877,16.1,"7,387","2,226","5,161",5.6,18.7,"11,755","5,190","6,565",13.2,29.8,"-4,368",-11.1,37.4,562,562,"3,338"
e) 4,"4,406","4,675","38,511","40,434",267,5.4,739,14.9,"6,374","1,894","4,480",4.7,15.8,"10,220","3,467","6,753",8.6,25.3,"-3,846",-9.5,31.6,467,467,"2,206"
f) 5,"4,567","5,469","59,107","60,446",383,6.8,655,11.6,"10,942","3,270","7,672",5.4,18.1,"13,619","4,414","9,205",7.3,22.5,"-2,677",-4.4,36.2,336,337,"2,429"
g) 6 to 10,,,,,,,,,,,,,,,,,,,,,,,,
h) 11 to 15,,,,,,,,,,,,,,,,,,,,,,,,
i) 16 to 20,,,,,,,,,,,,,,,,,,,,,,,,
j) 21 to 25,,,,,,,,,,,,,,,,,,,,,,,,
k) 26+,,,,,,,,,,,,,,,,,,,,,,,,
l) Left Censored,"37,087","48,614","1,170,041","1,191,914","2,346",4.7,"3,922",7.9,"139,327","38,946","100,381",3.3,11.7,"183,073","45,665","137,408",3.8,15.4,"-43,746",-3.7,23.4,"1,911","1,920","12,410"
m) ALL,"68,686","82,191","1,437,017","1,444,719","10,891",13.4,"8,519",10.4,"228,654","96,091","132,563",6.7,15.8,"244,055","69,609","174,446",4.8,16.9,"-15,401",-1.1,31.6,"4,803","4,813","27,972"
,,1983,,,,,,,,,,,,,,,,,,,,,,
Firm Age,Firms,Estabs,Emp,Denom,Estabs_Entry,Estabs_Entry_Rate,Estabs_Exit,Estabs_Exit_Rate,Job_Creation,Job_Creation_Births,Job_Creation_Continuers,Job_Creation_Rate_Births,Job_Creation_Rate,Job_Destruction,Job_Destruction_Deaths,Job_Destruction_Continuers,Job_Destruction_Rate_Deaths,Job_Destruction_Rate,Net_Job_Creation,Net_Job_Creation_Rate,Reallocation_Rate,Firmdeath_Firms,Firmdeath_Estabs,Firmdeath_Emp
a) 0,"7,090","7,197","44,810","22,626","7,027",195.3,0,0.0,"44,368","44,368",0,196.1,196.1,0,0,0,0.0,0.0,"44,368",196.1,0.0,,,
b) 1,"5,595","5,863","42,636","44,184",22,0.3,"1,326",20.2,"8,896",358,"8,538",0.8,20.1,"11,991","6,069","5,922",13.7,27.1,"-3,095",-7.0,40.2,968,969,"4,549"
c) 2,"4,938","5,119","42,773","45,217",145,2.6,881,16.1,"7,142","1,040","6,102",2.3,15.8,"12,029","6,401","5,628",14.2,26.6,"-4,887",-10.8,31.6,668,668,"4,615"
d) 3,"4,543","4,705","33,037","33,941",138,2.8,714,14.4,"6,691",861,"5,830",2.5,19.7,"8,499","4,059","4,440",12.0,25.0,"-1,808",-5.3,39.4,512,512,"3,008"
e) 4,"4,413","4,657","35,753","36,486",117,2.4,618,12.7,"6,379",683,"5,696",1.9,17.5,"7,844","3,400","4,444",9.3,21.5,"-1,465",-4.0,35.0,459,459,"2,718"
f) 5,"4,070","4,368","35,978","37,163",142,3.1,534,11.8,"5,178","1,007","4,171",2.7,13.9,"7,547","2,656","4,891",7.1,20.3,"-2,369",-6.4,27.8,393,395,"2,019"
g) 6 to 10,"4,341","5,236","58,882","59,329",177,3.3,483,9.0,"9,595","1,706","7,889",2.9,16.2,"10,488","3,448","7,040",5.8,17.7,-893,-1.5,32.4,266,270,"1,541"
h) 11 to 15,,,,,,,,,,,,,,,,,,,,,,,,
i) 16 to 20,,,,,,,,,,,,,,,,,,,,,,,,
j) 21 to 25,,,,,,,,,,,,,,,,,,,,,,,,
k) 26+,,,,,,,,,,,,,,,,,,,,,,,,
l) Left Censored,"35,607","47,006","1,108,752","1,136,948","1,547",3.2,"3,503",7.3,"125,556","31,672","93,884",2.8,11.0,"181,949","45,926","136,023",4.0,16.0,"-56,393",-5.0,22.0,"1,841","1,853","12,893"
m) ALL,"70,597","84,151","1,402,621","1,415,894","9,315",11.2,"8,059",9.7,"213,805","81,695","132,110",5.8,15.1,"240,347","71,959","168,388",5.1,17.0,"-26,542",-1.9,30.2,"5,107","5,126","31,343"
,,1984,,,,,,,,,,,,,,,,,,,,,,
Firm Age,Firms,Estabs,Emp,Denom,Estabs_Entry,Estabs_Entry_Rate,Estabs_Exit,Estabs_Exit_Rate,Job_Creation,Job_Creation_Births,Job_Creation_Continuers,Job_Creation_Rate_Births,Job_Creation_Rate,Job_Destruction,Job_Destruction_Deaths,Job_Destruction_Continuers,Job_Destruction_Rate_Deaths,Job_Destruction_Rate,Net_Job_Creation,Net_Job_Creation_Rate,Reallocation_Rate,Firmdeath_Firms,Firmdeath_Estabs,Firmdeath_Emp
a) 0,"8,718","8,828","49,224","24,653","8,781",198.9,0,0.0,"49,142","49,142",0,199.3,199.3,0,0,0,0.0,0.0,"49,142",199.3,0.0,,,
b) 1,"5,689","5,934","47,287","46,135",151,2.3,"1,364",20.8,"15,319","3,826","11,493",8.3,33.2,"13,014","7,638","5,376",16.6,28.2,"2,305",5.0,56.4,"1,006","1,006","6,244"
c) 2,"4,812","5,041","42,746","42,457",164,3.0,924,17.0,"9,388",959,"8,429",2.3,22.1,"8,810","4,385","4,425",10.3,20.8,578,1.3,41.6,707,713,"3,422"
d) 3,"4,412","4,595","45,172","44,425",143,2.9,672,13.8,"8,867","1,112","7,755",2.5,20.0,"7,373","3,727","3,646",8.4,16.6,"1,494",3.4,33.2,494,494,"2,507"
e) 4,"4,166","4,312","34,602","33,607",163,3.6,576,12.8,"7,634",668,"6,966",2.0,22.7,"5,643","2,692","2,951",8.0,16.8,"1,991",5.9,33.6,418,425,"2,202"
f) 5,"4,022","4,259","36,578","35,995",139,3.1,546,12.2,"7,377",543,"6,834",1.5,20.5,"6,210","2,827","3,383",7.9,17.3,"1,167",3.2,34.6,400,404,"1,980"
g) 6 to 10,"7,802","8,976","97,080","96,024",342,3.7,980,10.6,"18,170","2,708","15,462",2.8,18.9,"16,057","5,254","10,803",5.5,16.7,"2,113",2.2,33.4,609,632,"3,169"
h) 11 to 15,,,,,,,,,,,,,,,,,,,,,,,,
i) 16 to 20,,,,,,,,,,,,,,,,,,,,,,,,
j) 21 to 25,,,,,,,,,,,,,,,,,,,,,,,,
k) 26+,,,,,,,,,,,,,,,,,,,,,,,,
l) Left Censored,"33,845","45,292","1,158,731","1,134,171","1,592",3.5,"3,409",7.4,"171,553","40,239","131,314",3.5,15.1,"122,434","43,587","78,847",3.8,10.8,"49,119",4.3,21.6,"1,747","1,756","12,701"
m) ALL,"73,466","87,237","1,511,420","1,457,467","11,475",13.4,"8,471",9.9,"287,450","99,197","188,253",6.8,19.7,"179,541","70,110","109,431",4.8,12.3,"107,909",7.4,24.6,"5,381","5,430","32,225"
,,1985,,,,,,,,,,,,,,,,,,,,,,
Firm Age,Firms,Estabs,Emp,Denom,Estabs_Entry,Estabs_Entry_Rate,Estabs_Exit,Estabs_Exit_Rate,Job_Creation,Job_Creation_Births,Job_Creation_Continuers,Job_Creation_Rate_Births,Job_Creation_Rate,Job_Destruction,Job_Destruction_Deaths,Job_Destruction_Continuers,Job_Destruction_Rate_Deaths,Job_Destruction_Rate,Net_Job_Creation,Net_Job_Creation_Rate,Reallocation_Rate,Firmdeath_Firms,Firmdeath_Estabs,Firmdeath_Emp
a) 0,"8,536","8,642","53,226","26,674","8,597",199.0,0,0.0,"53,105","53,105",0,199.1,199.1,0,0,0,0.0,0.0,"53,105",199.1,0.0,,,
b) 1,"7,109","7,258","57,195","56,244",50,0.6,"1,557",19.3,"15,735","2,341","13,394",4.2,28.0,"13,832","7,359","6,473",13.1,24.6,"1,903",3.4,49.2,"1,141","1,141","5,754"
c) 2,"4,825","5,102","47,436","47,984",164,3.0,989,17.9,"10,216","1,589","8,627",3.3,21.3,"11,312","6,157","5,155",12.8,23.6,"-1,096",-2.3,42.6,740,740,"4,607"
d) 3,"4,131","4,348","40,817","41,557",135,2.9,816,17.4,"8,203",585,"7,618",1.4,19.7,"9,683","5,082","4,601",12.2,23.3,"-1,480",-3.6,39.4,618,620,"3,752"
e) 4,"3,952","4,125","45,235","45,067",134,3.1,593,13.6,"8,641","1,036","7,605",2.3,19.2,"8,304","3,613","4,691",8.0,18.4,337,0.8,36.8,443,446,"2,549"
f) 5,"3,743","3,900","34,320","34,470",134,3.3,548,13.4,"6,370","1,072","5,298",3.1,18.5,"6,669","3,035","3,634",8.8,19.3,-299,-0.8,37.0,395,396,"2,394"
g) 6 to 10,"10,789","12,270","129,697","131,931",523,4.1,"1,513",11.9,"21,616","3,300","18,316",2.5,16.4,"26,083","13,312","12,771",10.1,19.8,"-4,467",-3.4,32.8,"1,029","1,035","8,889"
h) 11 to 15,,,,,,,,,,,,,,,,,,,,,,,,
i) 16 to 20,,,,,,,,,,,,,,,,,,,,,,,,
j) 21 to 25,,,,,,,,,,,,,,,,,,,,,,,,
k) 26+,,,,,,,,,,,,,,,,,,,,,,,,
l) Left Censored,"32,145","43,563","1,178,605","1,175,370","1,535",3.4,"3,523",7.9,"153,235","42,711","110,524",3.6,13.0,"146,765","58,375","88,390",5.0,12.5,"6,470",0.5,25.0,"1,835","1,854","26,194"
m) ALL,"75,230","89,208","1,586,531","1,559,297","11,272",12.7,"9,539",10.8,"277,121","105,739","171,382",6.8,17.8,"222,648","96,933","125,715",6.2,14.3,"54,473",3.5,28.6,"6,201","6,232","54,139"
,,1986,,,,,,,,,,,,,,,,,,,,,,
Firm Age,Firms,Estabs,Emp,Denom,Estabs_Entry,Estabs_Entry_Rate,Estabs_Exit,Estabs_Exit_Rate,Job_Creation,Job_Creation_Births,Job_Creation_Continuers,Job_Creation_Rate_Births,Job_Creation_Rate,Job_Destruction,Job_Destruction_Deaths,Job_Destruction_Continuers,Job_Destruction_Rate_Deaths,Job_Destruction_Rate,Net_Job_Creation,Net_Job_Creation_Rate,Reallocation_Rate,Firmdeath_Firms,Firmdeath_Estabs,Firmdeath_Emp
a) 0,"8,384","8,468","51,972","26,166","8,442",199.4,0,0.0,"51,613","51,613",0,197.3,197.3,0,0,0,0.0,0.0,"51,613",197.3,0.0,,,
b) 1,"6,901","7,073","58,998","56,222",213,2.7,"1,688",21.5,"20,615","7,325","13,290",13.0,36.7,"15,062","8,406","6,656",15.0,26.8,"5,553",9.9,53.6,"1,175","1,175","6,045"
c) 2,"6,041","6,215","54,383","55,686",209,3.1,"1,194",17.7,"13,041","2,165","10,876",3.9,23.4,"15,647","9,436","6,211",16.9,28.1,"-2,606",-4.7,46.8,889,889,"7,643"
d) 3,"4,148","4,438","44,294","45,651",168,3.5,805,16.9,"7,778",942,"6,836",2.1,17.0,"10,491","4,810","5,681",10.5,23.0,"-2,713",-6.0,34.0,630,631,"3,276"
e) 4,"3,694","3,919","38,993","40,123",132,3.2,563,13.6,"6,490",815,"5,675",2.0,16.2,"8,749","3,675","5,074",9.2,21.8,"-2,259",-5.6,32.4,413,415,"2,371"
f) 5,"3,596","3,778","41,407","43,216",133,3.4,473,12.0,"6,626","1,127","5,499",2.6,15.3,"10,244","3,945","6,299",9.1,23.7,"-3,618",-8.4,30.6,329,329,"2,582"
g) 6 to 10,"13,376","15,051","160,421","161,897",605,3.9,"1,730",11.1,"27,909","5,061","22,848",3.1,17.2,"30,861","11,550","19,311",7.1,19.1,"-2,952",-1.9,34.4,"1,124","1,143","7,716"
h) 11 to 15,,,,,,,,,,,,,,,,,,,,,,,,
i) 16 to 20,,,,,,,,,,,,,,,,,,,,,,,,
j) 21 to 25,,,,,,,,,,,,,,,,,,,,,,,,
k) 26+,,,,,,,,,,,,,,,,,,,,,,,,
l) Left Censored,"30,315","41,741","1,171,198","1,173,969","1,690",4.0,"3,354",7.9,"149,422","33,651","115,771",2.9,12.7,"154,963","49,812","105,151",4.2,13.2,"-5,541",-0.5,25.4,"1,636","1,641","18,023"
m) ALL,"76,455","90,683","1,621,666","1,602,930","11,592",12.9,"9,807",10.9,"283,494","102,699","180,795",6.4,17.7,"246,017","91,634","154,383",5.7,15.3,"37,477",2.4,30.6,"6,196","6,223","47,656"
,,1987,,,,,,,,,,,,,,,,,,,,,,
Firm Age,Firms,Estabs,Emp,Denom,Estabs_Entry,Estabs_Entry_Rate,Estabs_Exit,Estabs_Exit_Rate,Job_Creation,Job_Creation_Births,Job_Creation_Continuers,Job_Creation_Rate_Births,Job_Creation_Rate,Job_Destruction,Job_Destruction_Deaths,Job_Destruction_Continuers,Job_Destruction_Rate_Deaths,Job_Destruction_Rate,Net_Job_Creation,Net_Job_Creation_Rate,Reallocation_Rate,Firmdeath_Firms,Firmdeath_Estabs,Firmdeath_Emp
a) 0,"8,447","8,655","58,391","31,615","8,572",198.1,0,0.0,"53,552","53,552",0,169.4,169.4,0,0,0,0.0,0.0,"53,552",169.4,0.0,,,
b) 1,"6,703","6,933","66,543","65,892",153,2.0,"1,507",19.6,"16,188","3,140","13,048",4.8,24.6,"14,886","7,993","6,893",12.1,22.6,"1,302",2.0,45.2,"1,155","1,155","5,973"
c) 2,"5,940","6,193","56,555","56,771",325,4.9,"1,054",15.9,"12,773","2,652","10,121",4.7,22.5,"13,205","6,831","6,374",12.0,23.3,-432,-0.8,45.0,840,841,"5,208"
d) 3,"5,349","5,622","53,089","53,396",275,4.6,808,13.7,"11,041","3,222","7,819",6.0,20.7,"11,654","5,888","5,766",11.0,21.8,-613,-1.1,41.4,623,623,"4,560"
e) 4,"3,672","4,042","43,927","44,218",212,5.0,594,14.0,"9,515","2,116","7,399",4.8,21.5,"10,096","5,002","5,094",11.3,22.8,-581,-1.3,43.0,440,440,"3,462"
f) 5,"3,321","3,559","36,701","37,465",170,4.5,523,14.0,"6,181","1,013","5,168",2.7,16.5,"7,708","3,729","3,979",10.0,20.6,"-1,527",-4.1,33.0,388,393,"2,949"
g) 6 to 10,"15,631","17,629","201,532","202,690",938,5.1,"2,075",11.4,"36,390","8,244","28,146",4.1,18.0,"38,708","17,888","20,820",8.8,19.1,"-2,318",-1.1,36.0,"1,281","1,294","9,953"
h) 11 to 15,,,,,,,,,,,,,,,,,,,,,,,,
i) 16 to 20,,,,,,,,,,,,,,,,,,,,,,,,
j) 21 to 25,,,,,,,,,,,,,,,,,,,,,,,,
k) 26+,,,,,,,,,,,,,,,,,,,,,,,,
l) Left Censored,"28,654","40,202","1,150,214","1,160,623","2,033",5.0,"3,570",8.7,"143,040","35,663","107,377",3.1,12.3,"163,858","65,590","98,268",5.7,14.1,"-20,818",-1.8,24.6,"1,565","1,594","30,703"
m) ALL,"77,717","92,835","1,666,952","1,652,670","12,678",13.8,"10,131",11.0,"288,680","109,602","179,078",6.6,17.5,"260,115","112,921","147,194",6.8,15.7,"28,565",1.8,31.4,"6,292","6,340","62,808"
,,1988,,,,,,,,,,,,,,,,,,,,,,
Firm Age,Firms,Estabs,Emp,Denom,Estabs_Entry,Estabs_Entry_Rate,Estabs_Exit,Estabs_Exit_Rate,Job_Creation,Job_Creation_Births,Job_Creation_Continuers,Job_Creation_Rate_Births,Job_Creation_Rate,Job_Destruction,Job_Destruction_Deaths,Job_Destruction_Continuers,Job_Destruction_Rate_Deaths,Job_Destruction_Rate,Net_Job_Creation,Net_Job_Creation_Rate,Reallocation_Rate,Firmdeath_Firms,Firmdeath_Estabs,Firmdeath_Emp
a) 0,"7,754","7,848","50,055","25,160","7,780",198.3,0,0.0,"49,791","49,791",0,197.9,197.9,0,0,0,0.0,0.0,"49,791",197.9,0.0,,,
b) 1,"6,504","6,716","72,001","72,331",62,0.8,"1,816",23.6,"16,172","1,944","14,228",2.7,22.4,"16,831","10,360","6,471",14.3,23.3,-659,-0.9,44.8,"1,400","1,400","7,584"
