Country: USA,,,,,,,,,,,,,,,,,,,,,,,,
Unit of Analysis: Active Establishments*,,,,,,,,,,,,,,,,,,,,,,,,
Source: Longitudinal Business Database 1977-2012,,,,,,,,,,,,,,,,,,,,,,,,
    *Establishment activity is defined by the existence of March 12 employment,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,1977,,,,,,,,,,,,,,,,,,,,,,
Initial Estab Size,Firms,Estabs,Emp,Denom,Estabs_Entry,Estabs_Entry_Rate,Estabs_Exit,Estabs_Exit_Rate,Job_Creation,Job_Creation_Births,Job_Creation_Continuers,Job_Creation_Rate_Births,Job_Creation_Rate,Job_Destruction,Job_Destruction_Deaths,Job_Destruction_Continuers,Job_Destruction_Rate_Deaths,Job_Destruction_Rate,Net_Job_Creation,Net_Job_Creation_Rate,Reallocation_Rate,Firmdeath_Firms,Firmdeath_Estabs,Firmdeath_Emp
a. 1 to 4,"89,502","97,328","282,101","242,737","17,748",18.5,"14,875",15.5,"123,166","34,698","88,468",14.3,50.7,"44,437","27,727","16,710",11.4,18.3,"78,729",32.4,36.6,"9,866","9,894","18,361"
b. 5 to 9,"32,832","41,325","288,988","274,481","5,145",12.7,"3,393",8.4,"79,075","33,443","45,632",12.2,28.8,"50,061","21,868","28,193",8.0,18.2,"29,014",10.6,36.4,"2,061","2,077","13,303"
c. 10 to 19,"19,447","24,293","332,584","325,739","2,507",10.4,"1,915",8.0,"72,221","33,067","39,154",10.2,22.2,"58,530","25,440","33,090",7.8,18.0,"13,691",4.2,36.0,"1,032","1,037","13,775"
d. 20 to 49,"12,157","15,993","505,703","490,007","1,495",9.5,"1,111",7.0,"111,305","44,736","66,569",9.1,22.7,"79,912","34,009","45,903",6.9,16.3,"31,393",6.4,32.6,551,554,"16,598"
e. 50 to 99,"4,024","5,475","380,515","374,850",430,7.9,355,6.5,"68,455","29,093","39,362",7.8,18.3,"57,125","23,640","33,485",6.3,15.2,"11,330",3.1,30.4,165,167,"11,006"
f. 100 to 249,"2,117","3,005","453,861","452,072",177,5.9,165,5.5,"66,266","26,855","39,411",5.9,14.7,"62,688","24,313","38,375",5.4,13.9,"3,578",0.8,27.8,68,68,"10,193"
g. 250 to 499,641,928,"323,368","323,436",41,4.4,42,4.5,"40,572","14,107","26,465",4.4,12.5,"40,707","14,082","26,625",4.4,12.6,-135,-0.1,25.0,20,20,"6,988"
h. 500 to 999,314,426,"293,408","288,629",14,3.3,0,0.0,"31,848","9,568","22,280",3.3,11.0,"22,290",0,"22,290",0.0,7.7,"9,558",3.3,15.4,,,
i. 1000+,201,299,"680,311","663,603",14,4.8,0,0.0,"69,250","29,850","39,400",4.5,10.4,"35,835",0,"35,835",0.0,5.4,"33,415",5.0,10.8,,,
m. ALL,"161,235","189,072","3,540,839","3,435,554","27,571",14.8,"21,856",11.7,"662,158","255,417","406,741",7.4,19.3,"451,585","171,079","280,506",5.0,13.1,"210,573",6.2,26.2,"13,763","13,817","90,224"
,,1978,,,,,,,,,,,,,,,,,,,,,,
Initial Estab Size,Firms,Estabs,Emp,Denom,Estabs_Entry,Estabs_Entry_Rate,Estabs_Exit,Estabs_Exit_Rate,Job_Creation,Job_Creation_Births,Job_Creation_Continuers,Job_Creation_Rate_Births,Job_Creation_Rate,Job_Destruction,Job_Destruction_Deaths,Job_Destruction_Continuers,Job_Destruction_Rate_Deaths,Job_Destruction_Rate,Net_Job_Creation,Net_Job_Creation_Rate,Reallocation_Rate,Firmdeath_Firms,Firmdeath_Estabs,Firmdeath_Emp
a. 1 to 4,"90,763","99,382","266,850","238,989","16,579",16.9,"14,544",14.8,"96,883",D,D,D,40.5,"41,160","27,298","13,862",11.4,17.2,"55,723",23.3,34.4,"10,228","10,244","18,893"
b. 5 to 9,"33,621","41,981","301,744","285,689","4,160",10.0,"3,238",7.8,"76,372","27,036","49,336",9.5,26.7,"44,262","20,931","23,331",7.3,15.5,"32,110",11.2,31.0,"2,063","2,071","13,330"
c. 10 to 19,"19,956","24,774","359,215","342,625","2,005",8.2,"1,502",6.1,"80,378","26,238","54,140",7.7,23.5,"47,198","19,948","27,250",5.8,13.8,"33,180",9.7,27.6,803,805,"10,542"
d. 20 to 49,"12,367","16,299","530,900","509,393","1,138",7.0,945,5.8,"107,559","33,807","73,752",6.6,21.1,"64,544","28,331","36,213",5.6,12.7,"43,015",8.4,25.4,419,422,"12,556"
e. 50 to 99,"4,091","5,582","400,965","388,119",366,6.6,261,4.7,"71,029","24,588","46,441",6.3,18.3,"45,336","17,885","27,451",4.6,11.7,"25,693",6.6,23.4,81,85,"5,804"
f. 100 to 249,"2,159","3,134","492,697","481,003",147,4.7,128,4.1,"79,415","21,708","57,707",4.5,16.5,"56,026","19,162","36,864",4.0,11.6,"23,389",4.9,23.2,31,31,"4,890"
g. 250 to 499,654,945,"334,246","334,310",24,2.5,39,4.1,"41,280","7,838","33,442",2.3,12.3,"41,407","13,229","28,178",4.0,12.4,-127,-0.1,24.6,5,5,"1,701"
h. 500 to 999,324,442,"306,237","307,252",4,0.9,6,1.4,"27,205","2,536","24,669",0.8,8.9,"29,235","3,660","25,575",1.2,9.5,"-2,030",-0.6,17.8,1,1,D
i. 1000+,196,307,"673,008","714,035",2,0.6,8,2.6,"34,300",D,D,D,4.8,"116,354","13,117","103,237",1.8,16.3,"-82,054",-11.5,9.6,2,2,D
m. ALL,"164,131","192,846","3,665,862","3,601,415","24,425",12.8,"20,671",10.8,"614,421","177,141","437,280",4.9,17.1,"485,522","163,561","321,961",4.5,13.5,"128,899",3.6,27.0,"13,633","13,666","71,254"
,,1979,,,,,,,,,,,,,,,,,,,,,,
